Text,Biased
"leylakhalid simonvrouwe judgefudge yboo roni alonma ladyalmagreen joseetje resistdwp phant hebmacman thezionist mistertwyst frontline yes_we_cat themoiety scripteladora david_starof malkaavram boomtown gogreatest scotisrael danielmazahreh iluvdemocracy jhorn slax baroniesisters sweposten serhumanomiguel swisstechie yankees_rule_ pakeha amoyal priestsanity telavivbroker canpassforsmart dorrit_r rse aron_alee hillshaveeyes searchfeast erezneumark abushlomo breginleif toprantking pohonyangdamai grattan_h charlieluchian rasputinish narrow_p yes but you arent such a jew the biblejews do not exist anymore

there are millions fakejews the heritage hunters
a from biblejews and
b from holocaust

httpstcoclducbcump",antisemitic
there is a nasty faction amongst corbyn�s comrades that hold unsavoury views about israel and jews corbyn knew it but ignored it and should own it the man has always been a crank albeit one with a brainwashed cult following the electorate saw through him,non-antisemitic
keir_starmer what jewish community is this do you think all jews think and act as one if so youre an antisemite   also is that the same boardofdeputies that helped labour lose the last election by smearing amp misrepresenting jeremy corbyn   cc mirabarhillel jvoicelabour httpstcodttxntyuv,non-antisemitic
what was the average age of the young white dudes with their pressed khaki pants and tikki  torches chanting �jews will not replace us� in charlottesville  it is a huge mistake to think racism can be outgrown,non-antisemitic
"women for trump makes as much sense as
 jews for hitler
 superman for kryptonite
 lungs for cigarettes
 manatees for speed boat propellers
 little pigs for the big bad wolf
 ocean floors for plastic straws
 smart for stupid",non-antisemitic
fox news is where people who hate blacks people who hate jews people who hate gays people who hate latinos and people who hate muslims can all gather to pretend they are just people who hate liberals,non-antisemitic
dufrianord well all jews has to be traumatised in early years so they can accept zionism,antisemitic
"fucking ridiculous 

coopting tragedy amp trying to channel pain onto jewish targets is part of the racist experience jews have endured for  years

antisemities tried to channel pain from grenfell fire onto jews

antisemites tried to channel pain from the plague onto jews",non-antisemitic
"i�m not asking you to drop behind enemy lines amp fight your way to paris i�m not asking you to ration food or hide jews gays or catholics in your basement 

i�m asking you to cover your mouth amp not stand so close to others it�s embarrassing so many can�t handle that shit",non-antisemitic
inevitable_et jews are nowhere yet some how �china is everywhere � ha ha ha ha,antisemitic
"this is de commieo�s new york 

they close parks for the jews but this is totally fine

cc jfnyc reaganbattalion httpstcoaaoeupbr",non-antisemitic
yes us gays blacks and jews run in a tight circle splc,non-antisemitic
oh jemele you�ve said some ridiculous statements in your day but comparing the us to a socialist regime that killed millions of jews all while invading all of europe and trying to take over the world has got to take the cake seriously does she think about what she says ever,non-antisemitic
"i respect cthagod but his comment that nick cannon�s firing proves �jews have the power� is off base 

did the hundreds of white people who have been fired over these past few months for disagreeing with the radical goals of black lives matter prove that we have the power",non-antisemitic
"hi 

please endorse antone_mn 

signed 

the proisrael jews you mention in this tweet who are also opposed to ilhan omar�s hatred and targeting of jewish communities 

this shouldn�t be a tough call either",non-antisemitic
rt eddiezipperer meanwhile a group of orthodox jews just had to cut the lock off their park in the same city,non-antisemitic
"giladatzmon �the road to a genuine revolution in judaism � to making it humane allowing jews to understand their own past thereby reeducating themselves out of its tyranny � lies through an unrelenting critique of the jewish religion�

israel shahak ",non-antisemitic
i suspect because they would be called out for antisemitism yet soros denied his jewish blood and worked with nazis to herd jews and steal their items of wealth evil evil powerful man,antisemitic
zubymusic now some ppl thought they have a free pass to be openly racist against white ppl amp jews these nickcannon statements that white people were subhumans amp all the people cheering one doesn�t need to be a psychologist to see that this will create more racism  httpstcocynsfehzo,non-antisemitic
"i wrote about this racist backlash against left wing jews of color last year a lot of time it includes harassing joc specifically for engaging in jewish life while denying we are jews jewish publications should not be platforming this bigoted harassment

httpstcowgzlmzaura",non-antisemitic
"jews don�t have an army 
jews don�t have a national language 
jews don�t have a �country�
jews dont have a culture

what joins us binds us and makes us one is the torah our sacred religion

zionism is not judaism httpstcojkxerjun",antisemitic
this is  incorrect zionism is the belief that jews have a right to a safe home and self determination palestine actually has nothing to do with the definition of zionism at its core zionism is our word other people don�t get to define it for us period httpstcoftcfkweia,non-antisemitic
"to all the atheists humanists unbelievers muslims buddhists hindus and jews
i share this because i love you

�neither is there salvation in any other 
for there is none other name under heaven given among men whereby we must be saved�
acts  kjv

jesus saves",antisemitic
"during a national insurrection with dc on fire our representatives still find time to give our tax dollars to jews

during a pandemic and ensuing economic downtown worse than the great depression our representatives still find time to give our tax dollars to jews httpstcosvbnxufc",antisemitic
jews to reinfect america as israeli health ministry reports  new coronavirus cases in  hours  httpstcoyzielkm httpstcosopjqwdp,antisemitic
rt stunna a lot of y�all ladies  be talkin cash shit but be jews,antisemitic
rt avivaonthenet a message from jews acab,non-antisemitic
"istandwithipob

stopbiafrakillings 

the nigerian government must stop killing biafrans because they are jews and christians

statedept secpompeo cfr_org mazinnamdikanu ngrpresident  httpstcocszqajp",non-antisemitic
